consultation_type,count,avg_wer,avg_similarity,avg_medical_accuracy,avg_speaker_accuracy
consultation,10,0.27878918669790664,0.8406583231149046,0.8825479912244617,0.9712275221584298
followup,10,0.7606549462823536,0.8286045484399127,0.9177195027195026,0.9665061770072034
