consultation_type,count,avg_wer,avg_similarity,avg_medical_accuracy,avg_speaker_accuracy
consultation,10,1.1020082528904518,0.6714274400376256,0.7803968253968254,0.7673809523809524
followup,10,0.8524151128723281,0.6819051265171222,0.8084848484848486,0.7901515151515152
