consultation_type,count,avg_wer,avg_similarity,avg_medical_accuracy,avg_speaker_accuracy
consultation,10,0.2770761198244189,0.8459091557292849,0.9377564102564102,1.0
followup,10,0.28263902413323183,0.87382121214458,0.9450854700854702,1.0
