consultation_type,count,avg_wer,avg_similarity,avg_medical_accuracy,avg_speaker_accuracy
consultation,10,0.7958940602239452,0.769012108345289,0.9000049950049951,0.7770795870795871
followup,10,0.6757983172178539,0.8121961320653522,0.9256410256410257,0.8429487179487181
