wer,similarity,bleu,medical_term_accuracy,speaker_accuracy
0.11055276381909548,0.9409486931268151,0.9409486931268151,0.3333333333333333,0.0
0.15384615384615385,0.8936170212765957,0.8936170212765957,0.6666666666666666,0.0
