consultation_type,count,avg_wer,avg_similarity,avg_medical_accuracy,avg_speaker_accuracy
consultation,10,1.0254394362032921,0.7610358633082472,0.8298707773707774,0.7754334554334553
followup,10,0.7327236396953111,0.7601275882916683,0.8573737373737375,0.7897474747474749
