consultation_type,count,avg_wer,avg_similarity,avg_medical_accuracy,avg_speaker_accuracy
consultation,10,1.1024938154941113,0.6664462387736863,0.7904761904761903,0.7697619047619048
followup,10,0.7799795311096498,0.7352580706420062,0.8084848484848486,0.7751515151515151
