consultation_type,count,avg_wer,avg_similarity,avg_medical_accuracy,avg_speaker_accuracy
consultation,10,0.5660141160922857,0.6611749605140915,0.9054545454545455,1.0
followup,10,0.716957465777872,0.6051227420052184,0.8957142857142857,1.0
