wer,similarity,bleu,medical_term_accuracy,speaker_accuracy
0.2727272727272727,0.8459502382212811,0.8459502382212811,1.0,0.0
0.20202020202020202,0.8760611205432938,0.8760611205432938,1.0,0.0
